state,date,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,dec_percent_bed_used,dec_percent_beds_used_COVID,dec_percent_COVID_of_beds_used
LA,5/26/20,7910,5114,851,0.646523388,0.107585335,0.166405944
NM,5/5/20,1953,1235,167,0.632360471,0.085509473,0.135222672
KS,5/6/20,7826,3639,290,0.4649885,0.037055967,0.079692223
VA,9/14/20,17271,10977,1102,0.635574084,0.063806381,0.100391728
WI,7/27/20,10588,6013,528,0.567907065,0.049867775,0.087809746
GA,10/3/20,20535,14530,2168,0.707572437,0.105575846,0.149208534
IN,8/10/20,16764,9781,942,0.583452637,0.05619184,0.096309171
OR,8/10/20,4083,3688,249,0.903257409,0.06098457,0.067516269
SD,7/29/20,2209,1412,58,0.639203259,0.026256225,0.041076487
MD,11/15/20,11561,8820,1332,0.762909783,0.115214947,0.151020408
MA,6/27/20,17177,12228,914,0.711882168,0.053210689,0.074746483
NC,10/21/20,23520,18352,1572,0.780272109,0.066836735,0.085658239
RI,10/9/20,2318,2068,116,0.892148404,0.050043141,0.056092843
MS,7/25/20,6715,4649,1448,0.692330603,0.215636634,0.311464831
ME,10/10/20,3154,2083,21,0.660431198,0.006658212,0.010081613
ME,10/9/20,3168,2178,25,0.6875,0.007891414,0.011478421
MT,9/11/20,2621,2065,112,0.787867226,0.042731782,0.054237288
CO,5/2/20,4019,3365,568,0.837272953,0.141328689,0.168796434
CT,6/26/20,9809,6057,295,0.617494138,0.030074421,0.048703979
UT,6/7/20,5245,2619,240,0.499332698,0.045757865,0.09163803
MO,6/11/20,20593,12258,629,0.595250813,0.03054436,0.051313428
AR,11/4/20,10157,6734,827,0.662991041,0.08142168,0.122809623
RI,11/7/20,2283,1900,227,0.832238283,0.099430574,0.119473684
AK,10/18/20,1497,884,66,0.590514362,0.044088176,0.074660633
MN,11/16/20,10709,7781,1876,0.726585115,0.175179755,0.241100116
NH,6/22/20,2957,1794,58,0.606695976,0.019614474,0.032329989
VI,10/8/20,188,82,1,0.436170213,0.005319149,0.012195122
TN,8/19/20,19292,11624,1241,0.602529546,0.064327182,0.106761872
CO,8/1/20,9008,5749,494,0.63821048,0.054840142,0.085927987
OK,9/21/20,9604,5789,616,0.602769679,0.064139942,0.106408706
AZ,7/31/20,9720,9794,2311,1.007613169,0.237757202,0.235960792
MA,9/10/20,18569,13588,286,0.73175723,0.015402014,0.021047984
TN,5/19/20,11466,11964,432,1.043432758,0.037676609,0.036108325
MT,5/6/20,2583,1200,27,0.464576074,0.010452962,0.0225
HI,8/2/20,1617,1732,78,1.071119357,0.048237477,0.045034642
IL,7/19/20,14798,9683,1844,0.654345182,0.124611434,0.190436848
AL,11/20/20,15735,12155,1483,0.772481729,0.094248491,0.122007404
NM,10/8/20,3812,2499,176,0.655561385,0.04616999,0.070428171
IL,7/26/20,27679,16566,1739,0.598504281,0.062827414,0.104974043
SD,8/4/20,2240,1351,71,0.603125,0.031696429,0.052553664
NV,8/8/20,8250,6022,1091,0.729939394,0.132242424,0.181169047
