state,date,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,dec_percent_bed_used,dec_percent_beds_used_COVID,dec_percent_COVID_of_beds_used
NC,12/22/20,22378,17223,3162,0.769639825,0.141299491,0.183591709
DE,1/4/21,2642,1899,460,0.718773656,0.174110522,0.242232754
ME,10/10/21,3310,2330,163,0.703927492,0.049244713,0.069957082
CO,10/15/21,11868,8579,1138,0.722868217,0.095888102,0.132649493
TX,7/18/21,66485,48901,3437,0.73551929,0.051695871,0.070284861
GA,12/6/20,22976,17470,2969,0.760358635,0.129221797,0.169948483
AR,3/22/20,363,103,9,0.283746556,0.024793388,0.087378641
SD,1/16/21,2823,1607,213,0.569252568,0.075451647,0.132545115
WY,7/16/21,1748,864,60,0.494279176,0.034324943,0.069444444
CA,1/9/21,68992,55903,22564,0.810282352,0.327052412,0.403627712
AR,8/7/21,9428,6744,1231,0.71531608,0.130568519,0.182532622
NV,2/7/20,85,35,0,0.411764706,0,0
MO,2/1/21,15420,11233,1675,0.72846952,0.108625162,0.149114217
WA,5/15/21,14542,9640,624,0.662907441,0.042910191,0.06473029
IL,8/22/21,30983,21784,2117,0.703095246,0.068327793,0.097181418
VT,7/20/21,1258,946,3,0.751987281,0.002384738,0.003171247
ID,8/26/21,3817,2505,463,0.656274561,0.12129945,0.184830339
DE,7/22/21,3457,2643,49,0.764535725,0.014174139,0.018539538
VT,6/7/21,1311,847,2,0.646071701,0.001525553,0.002361275
MS,10/5/21,8222,5283,538,0.642544393,0.065434201,0.101836078
LA,12/27/20,13860,8633,1481,0.622871573,0.106854257,0.171551025
MI,1/20/21,23490,17895,2008,0.761813538,0.085483184,0.112210115
UT,12/1/20,5561,3248,575,0.584067614,0.103398669,0.17703202
MS,4/3/20,3597,1727,232,0.480122324,0.064498193,0.134337001
LA,3/16/20,836,430,31,0.514354067,0.03708134,0.072093023
VA,8/11/21,18270,13849,982,0.75801861,0.053749316,0.070907647
MS,7/13/21,8204,5257,346,0.640784983,0.042174549,0.065817006
CA,4/3/20,28318,13049,5411,0.460802317,0.191079879,0.414667791
PR,12/25/20,9483,4782,487,0.5042708,0.051355056,0.101840234
MO,9/3/21,17156,14237,2128,0.829855444,0.124038237,0.149469692
MO,8/24/21,15598,12771,2395,0.818758815,0.153545326,0.187534257
IL,6/26/21,31742,21487,494,0.67692647,0.015562976,0.022990646
KS,10/2/21,8495,5190,585,0.610947616,0.068864038,0.112716763
SC,10/7/21,11796,9556,1418,0.81010512,0.120210241,0.148388447
OK,5/16/21,10727,6472,204,0.603337373,0.019017433,0.031520396
NM,7/17/21,4377,2924,91,0.668037469,0.020790496,0.031121751
IA,12/4/20,8447,5367,1006,0.635373505,0.119095537,0.187441774
AL,10/4/21,15066,11098,1314,0.736625514,0.087216249,0.118399712
MA,1/1/21,19417,15195,2227,0.782561673,0.11469331,0.146561369
AS,9/12/21,150,74,0,0.493333333,0,0
MI,6/6/21,22844,17506,796,0.766328139,0.034845036,0.045470125
NH,8/23/21,2869,2098,113,0.731265249,0.039386546,0.05386082
SD,7/18/21,2838,1467,31,0.516913319,0.010923185,0.021131561
VA,9/3/21,18413,13970,1886,0.75870309,0.102427633,0.135003579
OK,12/4/20,10602,7709,1699,0.727126957,0.160252782,0.22039175
WI,9/16/21,13083,9578,1148,0.732095085,0.087747459,0.119858008
MD,9/26/21,11106,9194,1006,0.827840807,0.090581668,0.109419186
MT,1/13/21,3220,2156,203,0.669565217,0.063043478,0.094155844
NH,10/12/21,2822,2192,136,0.776754075,0.048192771,0.062043796
TX,8/24/21,62165,50492,14593,0.812225529,0.23474624,0.289016082
RI,3/25/20,79,37,2,0.46835443,0.025316456,0.054054054
NV,8/28/21,8677,6818,1205,0.785755445,0.138872882,0.176738046
NE,1/2/21,5333,3301,552,0.618976186,0.103506469,0.167222054
KS,12/13/20,8846,5202,1176,0.588062401,0.132941442,0.226066897
AZ,6/29/21,15309,10436,533,0.681690509,0.034816121,0.051073208
NC,8/4/21,23971,18681,1639,0.779316674,0.068374286,0.087736203
TX,2/8/21,69353,48725,10183,0.702565138,0.146828544,0.208989225
MI,10/7/21,22931,18944,1984,0.826130566,0.086520431,0.10472973
TN,3/29/20,760,286,131,0.376315789,0.172368421,0.458041958
AS,9/30/21,150,71,0,0.473333333,0,0
ID,5/14/21,3745,2231,105,0.595727637,0.028037383,0.047064097
SD,7/7/21,2813,1643,28,0.584073942,0.009953786,0.017041996
DC,12/18/20,3678,2896,320,0.787384448,0.087003806,0.110497238
TX,12/14/20,71671,51154,10242,0.713733588,0.142902987,0.200218947
NJ,6/21/21,21614,14030,319,0.649116314,0.014758953,0.022736992
GA,6/13/21,22766,16538,679,0.726434156,0.029825178,0.04105696
IA,1/18/21,7953,4732,533,0.594995599,0.067018735,0.112637363
GA,6/11/21,22726,17445,740,0.767622987,0.032561823,0.042419031
WA,6/13/21,14584,9649,440,0.661615469,0.030170049,0.04560058
CA,6/28/21,60409,43937,1272,0.727325399,0.021056465,0.028950543
WI,6/17/21,13444,8772,157,0.65248438,0.011678072,0.017897857
AK,6/1/21,1473,888,22,0.602851324,0.014935506,0.024774775
DE,9/17/21,3506,2778,275,0.792355961,0.078436965,0.098992081
WV,3/14/20,153,7,0,0.045751634,0,0
MN,1/4/20,46,,0,0,0,#DIV/0!
TN,10/4/21,19714,13571,2280,0.688394035,0.11565385,0.168005305
WY,7/13/21,1607,681,48,0.423771002,0.029869322,0.070484581
CA,8/17/21,63155,50113,8147,0.793492202,0.129000079,0.162572586
AZ,1/3/21,17025,12873,4861,0.756123348,0.285521292,0.377612056
MD,7/4/21,11619,8883,277,0.764523625,0.023840262,0.031183159
MS,6/19/21,8638,5371,143,0.621787451,0.016554758,0.026624465
IL,5/12/21,31405,22344,1827,0.711479064,0.05817545,0.081766917
ME,7/4/21,3295,2293,32,0.695902883,0.009711684,0.013955517
TN,2/3/21,20323,12992,1543,0.639275697,0.07592383,0.118765394
MO,8/20/21,17485,14611,2455,0.83563054,0.140406062,0.168024091
MO,1/30/21,17305,13325,1771,0.770008668,0.102340364,0.132908068
IN,1/9/20,30,9,0,0.3,0,0
ND,8/9/21,2030,1421,70,0.7,0.034482759,0.049261084
DC,9/3/21,3453,2782,126,0.805676224,0.036490009,0.045291157
WI,8/12/21,13144,9185,669,0.698797931,0.050897748,0.072836146
ND,1/23/21,2434,1594,126,0.654889071,0.051766639,0.079046424
RI,1/9/21,2638,2367,439,0.89727066,0.16641395,0.185466836
DC,1/30/21,3741,2919,353,0.780272654,0.094359797,0.120931826
MD,6/30/21,11599,9573,299,0.82532977,0.025778084,0.031233678
AR,5/21/21,9489,6714,228,0.707556118,0.024027822,0.033958892
NV,7/11/21,8853,6924,697,0.78210776,0.078730374,0.100664356
ME,12/17/20,3281,2284,236,0.696129229,0.07192929,0.103327496
NJ,7/15/21,24489,17367,332,0.709175548,0.013557107,0.019116716
NY,6/18/21,52884,39290,947,0.742946827,0.017907117,0.024102825
LA,9/10/21,12709,10010,1551,0.787630813,0.1220395,0.154945055
VA,6/26/21,18221,12734,281,0.698863948,0.015421766,0.022066907
GA,7/2/21,22331,16956,596,0.759303211,0.026689356,0.035149799
MN,3/31/20,1923,296,23,0.153926157,0.011960478,0.077702703
NH,8/16/21,2846,1954,72,0.686577653,0.025298665,0.036847492
TX,12/21/20,72720,51812,11009,0.712486249,0.151388889,0.212479734
MS,5/8/21,8679,5284,211,0.608825902,0.024311557,0.03993187
NJ,5/30/21,24473,15353,583,0.62734442,0.023822171,0.037973035
IL,1/11/21,30021,19712,3577,0.656607042,0.119149928,0.181463068
NM,2/8/21,4272,2964,446,0.693820225,0.104400749,0.150472335
OR,7/5/21,6784,4782,165,0.704893868,0.024321934,0.034504391
PR,1/4/21,9204,4312,435,0.46849196,0.04726206,0.100881262
AZ,1/31/21,17491,12757,3723,0.729346521,0.212852324,0.291839774
SD,2/6/21,2842,1532,112,0.539057002,0.039408867,0.07310705
WY,3/19/20,14,5,0,0.357142857,0,0
OK,10/4/21,9421,6545,996,0.694724552,0.105721261,0.152177235
KS,6/18/21,9025,5331,147,0.590692521,0.016288089,0.027574564
FL,8/6/21,59772,50136,14086,0.838787392,0.235662183,0.2809558
CT,12/17/20,8726,6561,1393,0.751890901,0.159637864,0.212315196
NM,10/15/21,4342,3199,387,0.736757255,0.089129433,0.120975305
KY,12/18/20,14282,8903,1761,0.623372077,0.123302059,0.197798495
NH,7/2/21,3135,2306,18,0.735566188,0.005741627,0.007805724
AK,9/19/21,1564,1105,218,0.706521739,0.139386189,0.197285068
MA,5/21/21,19292,16056,281,0.832262078,0.014565623,0.017501246
MS,2/23/20,16,14,0,0.875,0,0
NV,1/28/21,8978,6867,1303,0.764869681,0.145132546,0.18974807
MS,5/25/21,8128,5203,232,0.640132874,0.028543307,0.04458966
ID,1/6/21,3712,2251,375,0.606411638,0.101023707,0.166592625
CT,7/8/21,8421,6726,53,0.798717492,0.006293789,0.007879869
GA,7/9/21,22480,17481,726,0.777624555,0.032295374,0.041530805
NE,8/24/21,4331,3061,343,0.706765181,0.07919649,0.112054884
TX,9/11/21,68102,55154,13929,0.809873425,0.204531438,0.252547413
WI,8/29/21,13003,8661,940,0.666077059,0.07229101,0.108532502
SD,12/12/20,2877,1701,428,0.591240876,0.148766076,0.251616696
TN,12/16/20,20436,13465,3114,0.658886279,0.152378156,0.231266246
MO,9/15/21,17619,14831,1956,0.841761734,0.111016516,0.131885915
VI,8/18/21,168,122,35,0.726190476,0.208333333,0.286885246
IN,9/17/21,19298,13419,2493,0.695357032,0.129184371,0.185781355
SD,1/19/21,2606,1460,191,0.560245587,0.073292402,0.130821918
UT,9/10/21,6269,4109,537,0.65544744,0.085659595,0.130688732
HI,9/22/21,2611,2008,298,0.769054002,0.114132516,0.148406375
AR,9/30/21,9503,7070,721,0.743975587,0.075870778,0.101980198
NE,8/12/21,4603,3261,258,0.70845101,0.056050402,0.079116835
PA,10/2/21,30808,25235,3196,0.819105427,0.103739288,0.126649495
WV,5/21/21,6168,4776,239,0.774319066,0.038748379,0.050041876
HI,6/12/21,2662,1864,37,0.700225394,0.013899324,0.019849785
FL,1/1/21,57648,42939,7163,0.744848043,0.124254094,0.166818044
KS,10/10/21,8463,4943,528,0.584071842,0.062389224,0.106817722
VI,1/16/21,168,96,1,0.571428571,0.005952381,0.010416667
LA,6/27/21,13887,8786,254,0.632678044,0.018290488,0.028909629
NC,4/4/20,6600,3557,208,0.538939394,0.031515152,0.058476244
NH,1/6/21,3119,2341,336,0.750561077,0.107726836,0.143528407
AZ,1/4/21,15317,11684,4815,0.762812561,0.314356597,0.41210202
VT,6/6/21,1295,841,1,0.649420849,0.000772201,0.001189061
ND,8/26/21,2476,1885,142,0.761308562,0.057350565,0.075331565
OR,10/6/21,7239,5671,853,0.783395497,0.117833955,0.150414389
VI,8/16/21,168,117,36,0.696428571,0.214285714,0.307692308
VI,7/31/21,168,116,21,0.69047619,0.125,0.181034483
NV,12/5/20,8653,6859,1765,0.792673061,0.2039755,0.257326141
CA,5/31/21,60074,42302,1324,0.704164863,0.022039485,0.031298757
PA,3/26/20,1516,409,28,0.269788918,0.018469657,0.068459658
WY,3/28/20,247,137,6,0.55465587,0.024291498,0.04379562
NV,2/19/20,85,25,0,0.294117647,0,0
PA,7/9/21,31738,26129,482,0.823271788,0.015186842,0.018446936
WV,9/12/21,6239,4663,912,0.747395416,0.146177272,0.195582243
AK,12/6/20,1589,927,165,0.583385777,0.103838892,0.177993528
NC,8/8/21,23800,18003,1937,0.756428571,0.081386555,0.107593179
KY,6/13/21,14347,8486,238,0.59148254,0.016588834,0.028046194
NE,12/28/20,5071,3140,565,0.619207257,0.111417866,0.179936306
MD,1/22/21,11827,9635,2039,0.814661368,0.172402131,0.211624286
RI,1/6/21,2627,2370,451,0.902169775,0.171678721,0.190295359
TN,9/4/21,19935,13305,3705,0.667419112,0.185854026,0.278466742
CT,9/8/21,8414,6920,398,0.822438792,0.047302116,0.057514451
WI,1/28/21,14048,8566,837,0.609766515,0.059581435,0.097711884
MN,8/13/21,10230,8258,494,0.807233627,0.048289345,0.05982078
KS,7/1/21,9036,5559,148,0.615205843,0.016378929,0.026623493
AK,1/23/21,1645,889,58,0.540425532,0.035258359,0.065241845
OK,9/19/21,10320,7455,1335,0.722383721,0.129360465,0.179074447
KY,4/3/20,12299,3092,316,0.251402553,0.025693146,0.102199224
ME,5/9/21,3313,2246,155,0.677935406,0.046785391,0.069011576
IA,8/12/21,8052,5555,458,0.68989071,0.056880278,0.082448245
AZ,11/28/20,16162,11369,2535,0.703440168,0.1568494,0.222974756
AL,9/29/21,15198,12010,1601,0.790235557,0.105342808,0.133305579
VA,6/28/21,17136,11820,274,0.68977591,0.015989729,0.023181049
CT,12/11/20,8858,6770,1399,0.764280876,0.157936329,0.206646972
UT,1/31/21,6217,3683,513,0.592407914,0.082515683,0.139288623
NC,9/20/21,22203,17472,3350,0.786920686,0.150880512,0.191735348
OR,3/9/20,79,68,2,0.860759494,0.025316456,0.029411765
MN,8/1/21,9900,7579,309,0.765555556,0.031212121,0.04077055
FL,4/1/20,6344,3257,1478,0.513398487,0.23297604,0.453791833
MS,6/24/21,8762,5780,153,0.659666743,0.017461767,0.026470588
AR,7/25/21,9400,6658,966,0.708297872,0.102765957,0.145088615
DC,7/17/21,3453,2664,49,0.771503041,0.014190559,0.018393393
VT,12/5/20,1285,719,25,0.559533074,0.019455253,0.034770515
MA,12/30/20,19399,15598,2207,0.804062065,0.113768751,0.141492499
WA,1/30/21,13614,9657,836,0.709343323,0.061407375,0.086569328
MN,5/27/21,10122,8054,378,0.795692551,0.037344398,0.046933201
PR,6/13/21,9085,5480,91,0.603192075,0.010016511,0.016605839
OH,6/25/21,32496,23488,744,0.722796652,0.022895126,0.031675749
NE,8/18/21,4342,3194,305,0.735605712,0.070244127,0.095491547
MI,3/13/20,86,77,1,0.895348837,0.011627907,0.012987013
ID,12/27/20,3650,1933,375,0.529589041,0.102739726,0.193998965
KS,1/31/21,8837,4963,640,0.561615933,0.072422768,0.128954262
AR,7/17/21,9465,6722,730,0.710195457,0.077126255,0.108598631
FL,1/9/21,58498,46132,8169,0.788608158,0.1396458,0.177078817
NM,1/14/21,4314,3246,755,0.752433936,0.17501159,0.232593962
RI,12/30/20,2653,2409,471,0.908028647,0.177534866,0.195516812
VT,10/8/21,1236,919,30,0.743527508,0.024271845,0.032644178
NE,8/9/21,4010,2703,235,0.674064838,0.058603491,0.086940437
MA,9/12/21,18843,15678,581,0.832033116,0.030833731,0.037058298
VA,9/22/21,18476,14220,2085,0.76964711,0.112849102,0.146624473
HI,10/4/21,2509,1869,201,0.744918294,0.080111598,0.107544141
NJ,1/12/21,21510,15360,3858,0.714086471,0.179358438,0.251171875
NE,7/20/21,4300,2824,119,0.656744186,0.027674419,0.04213881
GA,9/27/21,21284,16872,3970,0.792708138,0.186525089,0.235301091
AK,10/3/21,1567,1133,228,0.723037652,0.145500957,0.201235658
VT,5/19/21,1301,820,11,0.630284397,0.008455035,0.013414634
IA,12/22/20,8046,4973,661,0.618071091,0.082152622,0.132917756
TX,12/28/20,68966,47796,12442,0.693037149,0.180407737,0.260314671
CA,11/27/20,66366,45363,7704,0.68352771,0.116083537,0.169830038
IA,8/18/21,8019,5390,490,0.672153635,0.061104876,0.090909091
WY,10/15/21,1748,937,222,0.53604119,0.127002288,0.236926361
IN,1/26/21,17372,11115,1881,0.639822703,0.108277688,0.169230769
WV,8/25/21,6394,4994,579,0.781044729,0.090553644,0.115939127
MA,6/24/21,19226,16331,103,0.849422657,0.005357329,0.006307023
NJ,5/12/21,24594,17045,1037,0.693055217,0.042164756,0.060838956
PR,8/24/21,9248,5603,533,0.605860727,0.057634083,0.09512761
NH,1/7/21,3127,2340,321,0.748321075,0.102654301,0.137179487
VT,1/18/21,1303,816,45,0.626247122,0.034535687,0.055147059
SD,5/12/21,2832,1677,68,0.592161017,0.024011299,0.040548599
SC,1/24/21,10705,8525,2116,0.796356843,0.197664643,0.248211144
NY,12/30/20,54466,39174,8871,0.71923769,0.162872251,0.226451218
MA,12/3/20,21324,15994,1351,0.750046896,0.063355843,0.084469176
PR,5/10/21,8921,5106,367,0.572357359,0.041138886,0.071876224
CA,2/5/21,66646,52691,13131,0.790610089,0.197026078,0.249207645
HI,1/19/21,2481,1709,128,0.688835147,0.0515921,0.074897601
NC,10/6/21,24293,19062,2618,0.784670481,0.10776767,0.137341307
AK,10/16/21,1586,1152,222,0.726355612,0.139974779,0.192708333
VI,8/7/21,168,118,26,0.702380952,0.154761905,0.220338983
MD,7/28/21,11551,9692,353,0.839061553,0.030560125,0.036421791
ID,12/1/20,3424,2106,497,0.615070093,0.145151869,0.235992403
VA,9/13/21,17709,13152,2033,0.742673217,0.114800384,0.154577251
ID,8/23/21,3502,2211,437,0.631353512,0.124785837,0.197648123
SC,9/24/21,11828,9758,2174,0.824991545,0.18380115,0.222791556
WA,6/18/21,13358,9804,506,0.733942207,0.037879922,0.051611587
VT,6/4/21,1293,867,1,0.670533643,0.000773395,0.001153403
PA,12/20/20,36905,27217,6847,0.737488145,0.185530416,0.251570709
AZ,8/29/21,17333,12315,2069,0.710494433,0.11936768,0.168006496
NC,12/15/20,22172,17485,2998,0.788607252,0.135215587,0.171461253
PR,6/16/21,9221,5684,101,0.616419043,0.010953259,0.017769177
IN,1/13/21,18821,12684,2471,0.673928059,0.131289517,0.194812362
WI,12/25/20,13873,7290,1179,0.52548115,0.084985223,0.161728395
IL,6/24/21,31784,22503,483,0.707997735,0.015196325,0.021463805
WA,2/8/21,12559,8594,683,0.68429015,0.054383311,0.079474052
MN,10/16/21,10109,8242,1070,0.815313087,0.105846276,0.129822859
RI,3/20/20,79,48,3,0.607594937,0.037974684,0.0625
MA,7/30/21,19305,16307,224,0.844703445,0.011603212,0.013736432
IN,7/31/21,19070,12364,758,0.648348191,0.039748296,0.06130702
IA,12/30/20,8111,5126,614,0.63198126,0.075699667,0.119781506
ME,1/18/21,3104,2136,225,0.68814433,0.072487113,0.105337079
NY,8/26/21,50936,40214,2722,0.78950055,0.05343961,0.06768787
TN,6/21/21,20019,13317,276,0.665218043,0.013786902,0.020725389
SD,5/30/21,2832,1458,47,0.514830508,0.016596045,0.03223594
MI,6/8/21,22285,17884,754,0.802512901,0.033834418,0.04216059
SD,6/11/21,2831,1675,26,0.591663723,0.009184034,0.015522388
CO,12/8/20,11202,7652,1783,0.683092305,0.159168006,0.233010978
NE,11/26/20,5131,3450,961,0.672383551,0.187292925,0.278550725
MI,3/20/20,86,68,5,0.790697674,0.058139535,0.073529412
GA,3/29/20,750,426,73,0.568,0.097333333,0.171361502
SC,1/1/21,10469,8174,1940,0.780781354,0.185309008,0.237337901
NM,12/9/20,4188,3042,773,0.726361032,0.184574976,0.254109139
AL,1/21/21,15588,12371,2723,0.7936233,0.174685656,0.220111551
CA,5/10/21,58908,40670,1787,0.690398588,0.030335438,0.043939021
GA,1/14/21,23478,19552,6337,0.832779623,0.269912258,0.324110065
MO,12/28/20,15876,11253,2777,0.708805745,0.174918115,0.246778637
VA,8/2/21,17766,12531,611,0.705336035,0.034391534,0.048759077
MO,7/5/21,14764,11020,1034,0.746410187,0.070035221,0.093829401
AR,12/16/20,9424,6879,1213,0.729944822,0.128713922,0.176333769
MA,9/27/21,16937,14252,523,0.841471335,0.03087914,0.036696604
PA,5/17/21,29289,23156,1765,0.790603981,0.060261532,0.076222145
WA,8/26/21,13482,10332,1731,0.76635514,0.128393413,0.167537747
OR,10/15/21,7113,5556,676,0.781105019,0.095037256,0.121670266
DE,12/27/20,3206,2128,518,0.663755459,0.161572052,0.243421053
LA,8/28/21,12872,9726,2289,0.755593536,0.177827843,0.23534855
NC,7/14/21,23899,18475,513,0.773044897,0.021465333,0.027767253
TN,3/25/20,398,288,29,0.72361809,0.072864322,0.100694444
IA,6/10/21,8049,5285,130,0.656603305,0.016151075,0.024597919
OK,1/11/21,10456,7381,2187,0.705910482,0.209162204,0.296301314
NY,9/1/21,50179,39849,2803,0.79413699,0.055860021,0.070340536
CT,10/9/21,8458,6670,284,0.788602507,0.033577678,0.042578711
CA,5/7/21,63813,48602,1876,0.761631642,0.029398398,0.038599235
IN,1/16/21,18797,12342,2388,0.656594137,0.127041549,0.193485659
MT,8/5/21,3148,2174,149,0.690597205,0.047331639,0.068537259
GA,6/30/21,22429,17205,614,0.767087253,0.027375273,0.0356873
VT,2/3/21,1309,817,58,0.624140565,0.044308633,0.070991432
NV,12/14/20,8503,6728,2019,0.791250147,0.237445607,0.30008918
VI,1/25/21,168,89,3,0.529761905,0.017857143,0.033707865
KY,7/15/21,14280,8960,305,0.62745098,0.021358543,0.034040179
WV,12/30/20,6283,4701,940,0.748209454,0.149610059,0.199957456
MD,1/13/21,11803,9704,2089,0.822163857,0.176988901,0.215272053
TX,12/22/20,73536,53522,11345,0.727833986,0.154278177,0.21196891
AS,9/20/21,150,73,0,0.486666667,0,0
VA,8/13/21,18273,13690,1064,0.749192798,0.058227987,0.077720964
LA,7/21/21,14022,9799,841,0.698830409,0.059977179,0.085825084
AK,9/13/21,1397,1027,202,0.735146743,0.144595562,0.196689387
HI,9/23/21,2622,2022,294,0.771167048,0.112128146,0.145400593
IL,9/22/21,31266,23745,2039,0.759451161,0.06521461,0.08587071
FL,1/5/21,54152,44223,8121,0.816645738,0.14996676,0.183637474
TX,8/3/21,61983,49081,8392,0.791846151,0.135391962,0.170982661
NH,7/7/21,3292,2420,21,0.735115431,0.006379101,0.008677686
AR,1/1/21,9212,6188,1233,0.671732523,0.133847156,0.199256626
NE,7/23/21,4626,3108,130,0.671854734,0.028102032,0.041827542
CT,12/21/20,8243,5864,1320,0.711391484,0.160135873,0.225102319
DE,5/14/21,3432,2578,100,0.751165501,0.029137529,0.03878976
CO,11/27/20,11754,7561,1827,0.643270376,0.155436447,0.241634704
VT,7/25/21,1264,861,3,0.681170886,0.002373418,0.003484321
AL,3/26/20,77,17,3,0.220779221,0.038961039,0.176470588
ND,8/15/21,2390,1712,97,0.716317992,0.040585774,0.056658879
IL,6/21/21,28986,18943,502,0.65352239,0.017318706,0.026500554
MD,5/29/21,11839,9072,532,0.766280936,0.044936228,0.058641975
KY,12/19/20,14281,8738,1719,0.611861914,0.120369722,0.19672694
OK,1/8/21,10951,8383,2107,0.765500868,0.19240252,0.251342002
LA,3/9/20,812,456,1,0.561576355,0.001231527,0.002192982
KY,9/28/21,10777,8492,2134,0.78797439,0.19801429,0.251295337
MA,5/22/21,19218,15772,273,0.820688937,0.014205432,0.017309155
TN,6/2/21,20120,13572,510,0.674552684,0.025347913,0.037577365
IN,10/12/21,17403,11875,1669,0.682353617,0.095903005,0.140547368
NY,12/19/20,56086,37999,7155,0.677513105,0.127571943,0.188294429
NC,8/2/21,21903,16596,1404,0.757704424,0.064100808,0.084598698
AZ,1/6/21,17180,13753,5098,0.800523865,0.296740396,0.37068276
TX,7/27/21,61004,48432,5841,0.793915153,0.09574782,0.120602081
NJ,11/25/20,22741,17167,2984,0.754892045,0.131216745,0.173821868
NC,1/26/21,22515,17606,3380,0.781967577,0.150122141,0.191980007
MS,9/26/21,8808,5646,728,0.641008174,0.082652134,0.128940843
WV,3/5/20,25,8,0,0.32,0,0
TN,12/17/20,20462,13301,3150,0.65003421,0.153943896,0.236824299
VA,1/20/21,18580,13919,2952,0.749138859,0.158880517,0.212084201
